PROFILE_ITEM_ID|PROFILE_ID|BUSINESS_GROUP_ID|CONTENT_TYPE_ID|CONTENT_ITEM_ID|SOURCE_TYPE|SOURCE_KEY_1|SOURCE_KEY_2|SOURCE_KEY_3|SOURCE_ID|MANDATORY|ITEM_TEXT240_3|ITEM_TEXT240_1|ITEM_TEXT240_2|RATING_MODEL_ID_2|RATING_MODEL_ID_3|QUALIFIER_ID_1|RATING_LEVEL_ID_2|RATING_MODEL_ID_1|ITEM_TEXT240_7|RATING_LEVEL_ID_1|ITEM_TEXT240_6|IMPORTANCE|RATING_LEVEL_ID_3|ITEM_TEXT240_4|QUALIFIER_ID_2|ITEM_TEXT240_5|PARENT_PROFILE_ITEM_ID|INTEREST_LEVEL|ITEM_TEXT240_8|ITEM_TEXT240_9|ITEM_TEXT240_10|ITEM_TEXT240_11|ITEM_TEXT240_12|ITEM_TEXT240_13|ITEM_TEXT240_14|ITEM_TEXT240_15|ITEM_TEXT2000_1|ITEM_TEXT2000_2|ITEM_TEXT2000_3|ITEM_TEXT2000_4|ITEM_TEXT2000_5|ITEM_TEXT30_1|ITEM_TEXT30_2|ITEM_TEXT30_3|ITEM_TEXT30_4|ITEM_TEXT30_5|ITEM_TEXT30_6|ITEM_TEXT30_7|ITEM_TEXT30_8|ITEM_TEXT30_9|ITEM_TEXT30_10|ITEM_TEXT30_11|ITEM_TEXT30_12|ITEM_TEXT30_13|ITEM_TEXT30_14|ITEM_TEXT30_15|ITEM_DATE_1|ITEM_DATE_2|ITEM_DATE_3|ITEM_DATE_4|ITEM_DATE_5|ITEM_DATE_6|ITEM_DATE_7|ITEM_DATE_8|ITEM_DATE_9|ITEM_DATE_10|ITEM_NUMBER_1|ITEM_NUMBER_2|ITEM_NUMBER_3|ITEM_NUMBER_4|ITEM_NUMBER_5|ITEM_NUMBER_6|ITEM_NUMBER_7|ITEM_NUMBER_8|ITEM_NUMBER_9|ITEM_NUMBER_10|ITEM_DECIMAL_1|ITEM_DECIMAL_2|ITEM_DECIMAL_3|ITEM_DECIMAL_4|ITEM_DECIMAL_5|DATE_FROM|DATE_TO|COUNTRY_ID|STATE_PROVINCE_ID
KTG_P_W_2088|PROFILE_357447012|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Тас-Бугетская ПМК-29|Инженер ПТО||||||||||||||||Инженер ПТО|Инженер ПТО||||||||||||||||||ADMIN|||||||||1981-09-09|1981-11-03||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2089|PROFILE_357447012|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Служба в рядах СА|Рядовой||||||||||||||||Рядовой|Рядовой||||||||||||||||||ADMIN|||||||||1981-11-13|1983-05-18||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2090|PROFILE_357447012|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Тас-Бугетская ПМК-29|Мастер||||||||||||||||Мастер|Мастер||||||||||||||||||ADMIN|||||||||1983-06-08|1987-08-10||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2091|PROFILE_357447012|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Учреждение ЗК-169/2|Мастер цеха СКГ, старший инженер по ТБ||||||||||||||||Мастер цеха СКГ, старший инженер по ТБ|Мастер цеха СКГ, старший инженер по ТБ||||||||||||||||||ADMIN|||||||||1987-08-17|1988-11-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2092|PROFILE_357447012|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||СПМК-19 ПСМО "Кызылордамелиорация"|Начальник||||||||||||||||Начальник|Начальник||||||||||||||||||ADMIN|||||||||1989-01-11|1994-10-05||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2093|PROFILE_357447012|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Алаугаз"|Главный инженер, инженер по кап. Строительству, мастер СМУ||||||||||||||||Главный инженер, инженер по кап. Строительству, мастер СМУ|Главный инженер, инженер по кап. Строительству, мастер СМУ||||||||||||||||||ADMIN|||||||||1994-10-06|1998-09-07||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2094|PROFILE_357447012|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ОАО "Газкурылыс"|Мастер||||||||||||||||Мастер|Мастер||||||||||||||||||ADMIN|||||||||1998-09-14|1999-02-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2095|PROFILE_357447012|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "ЖерАна"|Инспектор||||||||||||||||Инспектор|Инспектор||||||||||||||||||ADMIN|||||||||1999-02-16|2000-03-31||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2096|PROFILE_357447012|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Трест Главболгарстрой|Инженер по эксплуатации||||||||||||||||Инженер по эксплуатации|Инженер по эксплуатации||||||||||||||||||ADMIN|||||||||2000-09-01|2001-09-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2097|PROFILE_357447012|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ГКУ-Центр занятости|Безработный||||||||||||||||Безработный|Безработный||||||||||||||||||ADMIN|||||||||2001-10-01|2002-10-17||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2098|PROFILE_357447012|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Ырыс НГ"|Инженер ПТО||||||||||||||||Инженер ПТО|Инженер ПТО||||||||||||||||||ADMIN|||||||||2002-10-17|2003-05-26||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2099|PROFILE_357447012|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ЗАО "Интергаз Центральная Азия"|Менеджер||||||||||||||||Менеджер|Менеджер||||||||||||||||||ADMIN|||||||||2003-06-03|2004-01-19||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2100|PROFILE_2937674362|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Институт предпринимательства и культуры менеджмента|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||1993-07-07|1997-07-10||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2102|PROFILE_2937674362|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Бытие"|Юрисконсульт||||||||||||||||Юрисконсульт|Юрисконсульт||||||||||||||||||ADMIN|||||||||1997-08-01|1998-11-05||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2103|PROFILE_2937674362|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Дело"|Заместитель директора||||||||||||||||Заместитель директора|Заместитель директора||||||||||||||||||ADMIN|||||||||1998-11-10|1999-04-30||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2104|PROFILE_2937674362|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Газета "Отечество"|Заместитель главного редактора||||||||||||||||Заместитель главного редактора|Заместитель главного редактора||||||||||||||||||ADMIN|||||||||1999-05-03|2000-09-30||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2105|PROFILE_2937674362|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ОО "Акмолинская торгово-промышленная палата"|Юрист||||||||||||||||Юрист|Юрист||||||||||||||||||ADMIN|||||||||2000-10-02|2001-04-06||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2106|PROFILE_2937674362|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Жолдас"|Заведующий отделом, заместитель главного редактора газеты "ОКО"||||||||||||||||Заведующий отделом, заместитель главного редактора газеты "ОКО"|Заведующий отделом, заместитель главного редактора газеты "ОКО"||||||||||||||||||ADMIN|||||||||2001-04-12|2004-02-27||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2107|PROFILE_3381634092|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Жокей клуб РК"|Бухгалтер||||||||||||||||Бухгалтер|Бухгалтер||||||||||||||||||ADMIN|||||||||2003-04-29|2003-06-19||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2108|PROFILE_1583970758|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Авиакомпания "ВИП АЭРО"|Бортпроводник||||||||||||||||Бортпроводник|Бортпроводник||||||||||||||||||ADMIN|||||||||1999-05-13|1999-09-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2109|PROFILE_1583970758|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ОАО СП "Отель Астана"|Служащий||||||||||||||||Служащий|Служащий||||||||||||||||||ADMIN|||||||||2000-03-13|2000-04-17||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2110|PROFILE_1583970758|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Авиакомпания ВИП АЭРО"|Бортпроводник- переводчик||||||||||||||||Бортпроводник- переводчик|Бортпроводник- переводчик||||||||||||||||||ADMIN|||||||||2000-07-11|2001-01-29||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2111|PROFILE_1583970758|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО Авиакомпания "Аккуэйр"|Бортпроводник- переводчик||||||||||||||||Бортпроводник- переводчик|Бортпроводник- переводчик||||||||||||||||||ADMIN|||||||||2001-01-29|2001-04-17||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2112|PROFILE_1583970758|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Компания "Баренц групп ЛЛС"|Помощник офис-менеджера||||||||||||||||Помощник офис-менеджера|Помощник офис-менеджера||||||||||||||||||ADMIN|||||||||2001-04-18|2001-08-11||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2113|PROFILE_1583970758|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Казахойл-Сервис" - ТОО "КазМунайГаз Сервис"|Секретарь-референт||||||||||||||||Секретарь-референт|Секретарь-референт||||||||||||||||||ADMIN|||||||||2001-08-13|2003-04-25||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2114|PROFILE_1583970758|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "ГазИнСервис"|Секретарь-референт||||||||||||||||Секретарь-референт|Секретарь-референт||||||||||||||||||ADMIN|||||||||2003-05-12|2003-09-08||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2115|PROFILE_1165052887|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Казахская Государственная Юридическая Академия|Студентка||||||||||||||||Студентка|Студентка||||||||||||||||||ADMIN|||||||||1996-09-07|2000-07-07||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2116|PROFILE_1165052887|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Министерство Юстиции Республики Казахстан|Ведущий специалист, главный специалист.||||||||||||||||Ведущий специалист, главный специалист.|Ведущий специалист, главный специалист.||||||||||||||||||ADMIN|||||||||2000-12-07|2004-02-27||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2117|PROFILE_3190848266|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Телеканал "ЮТР"|Генеральный менеджер||||||||||||||||Генеральный менеджер|Генеральный менеджер||||||||||||||||||ADMIN|||||||||1998-12-01|2001-04-16||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2118|PROFILE_3190848266|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Шымкентнефтеоргсинтез-ОАО "Харрикейн Ойл Продактс" - ОАО "Петроказахстан Ойл Продактс"|Техник, начальник отдела труда||||||||||||||||Техник, начальник отдела труда|Техник, начальник отдела труда||||||||||||||||||ADMIN|||||||||2002-04-22|2003-07-07||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2120|PROFILE_2991122349|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Мангышлакское управление разведочного бурения|Зам.начальника отдела||||||||||||||||Зам.начальника отдела|Зам.начальника отдела||||||||||||||||||ADMIN|||||||||1982-01-25|1985-11-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2121|PROFILE_2064196064|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Городская телефонная станция-ГЦТ "Астанателеком"|Инженер, инженер-метролог производствен. лаборатории, инженер по тарифам||||||||||||||||Инженер, инженер-метролог производствен. лаборатории, инженер по тарифам|Инженер, инженер-метролог производствен. лаборатории, инженер по тарифам||||||||||||||||||ADMIN|||||||||1997-07-29|2002-02-11||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2122|PROFILE_2064196064|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||"Интернет Дата Центр"-филиал ОАО "Казахтелеком"|Специалист 1 категории||||||||||||||||Специалист 1 категории|Специалист 1 категории||||||||||||||||||ADMIN|||||||||2002-02-12|2002-11-07||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2123|PROFILE_2991122349|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Предприятие п/я 475|Автослесарь1,2 разряда||||||||||||||||Автослесарь1,2 разряда|Автослесарь1,2 разряда||||||||||||||||||ADMIN|||||||||1964-07-10|1965-07-05||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2124|PROFILE_2064196064|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Дирекция корпоративных продаж ОАО "Казахтелеком"|Специалист 1 кат., ведущий специалист||||||||||||||||Специалист 1 кат., ведущий специалист|Специалист 1 кат., ведущий специалист||||||||||||||||||ADMIN|||||||||2002-11-07|2003-08-13||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2125|PROFILE_2991122349|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Карагинская нефтеразведочная экспедиция|Помощник моториста 3 разр, 4 разр.||||||||||||||||Помощник моториста 3 разр, 4 разр.|Помощник моториста 3 разр, 4 разр.||||||||||||||||||ADMIN|||||||||1965-09-07|1969-05-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2126|PROFILE_2991122349|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Служба в рядах СА|Рядовой||||||||||||||||Рядовой|Рядовой||||||||||||||||||ADMIN|||||||||1969-05-02|1971-06-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2127|PROFILE_2991122349|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Карагиинская нефтеразвед.экспед.глубокого бурения,1973-Районн.инженерно-технолог.службаРИТС-2КЭ МНГР|Дизелист на буровых установках 4 разр., нормировщик, инженер по нормированию||||||||||||||||Дизелист на буровых установках 4 разр., нормировщик, инженер по нормированию|Дизелист на буровых установках 4 разр., нормировщик, инженер по нормированию||||||||||||||||||ADMIN|||||||||1971-07-01|1979-10-08||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2128|PROFILE_4075599093|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Институт зоологии|Лаборант||||||||||||||||Лаборант|Лаборант||||||||||||||||||ADMIN|||||||||1982-07-10|1982-08-15||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2129|PROFILE_2991122349|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Контора опробования и крепления скважин КЭ "МНГР", 1981-Районная инженерная технологич.служба №3|Старший инженер по труду и заработной плате||||||||||||||||Старший инженер по труду и заработной плате|Старший инженер по труду и заработной плате||||||||||||||||||ADMIN|||||||||1979-10-08|1982-01-25||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2130|PROFILE_4075599093|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Колхоз "Аврора"|Телятница||||||||||||||||Телятница|Телятница||||||||||||||||||ADMIN|||||||||1982-09-01|1984-02-01||||||||||||||||||||||||2015-06-02|||
